parent_topic_name,sub_topic_name,sub_topic_link,title_type,title,link,episode_series,episode_series_link,episode_number
Supernatural,Channeling,/topic/channeling,episodes,Channeling THEO: Soulful Relationships,/video/channeling-theo-soulful-relationships,Open Minds,/series/open-minds,S20:Ep10
Supernatural,Channeling,/topic/channeling,episodes,The Council of Light — The Universal Matrix Grid,/video/council-light-universal-matrix-grid,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S1:Ep8
Supernatural,Channeling,/topic/channeling,episodes,"A Soul's Journey Through Life, Death and Rebirth with Lee Harris",/video/souls-journey-through-life-death-and-rebirth-lee-harris,Open Minds,/series/open-minds,S8:Ep18
Supernatural,Channeling,/topic/channeling,episodes,Channeling Metatron on Humanity with Joan Walker,/video/channeling-metatron-humanity-joan-walker,Open Minds,/series/open-minds,S4:Ep16
Supernatural,Channeling,/topic/channeling,episodes,Ask THEO Live: The Soul Family with Sheila and Marcus Gillette,/video/ask-theo-live-soul-family-sheila-and-marcus-gillette,Open Minds,/series/open-minds,S5:Ep12
Supernatural,Channeling,/topic/channeling,episodes,AIKON: A Pleiadian Collective (Channeled by Louise Kay),/video/aikon-pleiadian-collective-channeled-louise-kay,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S2:Ep6
Supernatural,Channeling,/topic/channeling,episodes,The Zs (Channeled by Lee Harris),/video/zs-channeled-lee-harris,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S2:Ep8
Supernatural,Channeling,/topic/channeling,episodes,John Dee: Renaissance Alchemist with Jason Louv,/video/john-dee-renaissance-alchemist-jason-louv,Open Minds,/series/open-minds,S13:Ep6
Supernatural,Channeling,/topic/channeling,episodes,Lessons from Our Polarized Times with Belinda Womack,/video/lessons-our-polarized-times-belinda-womack,Open Minds,/series/open-minds,S8:Ep15
Supernatural,Channeling,/topic/channeling,episodes,"Channeling Jefferson, Lincoln, and Eisenhower",/video/channeling-jefferson-lincoln-and-eisenhower,Open Minds,/series/open-minds,S19:Ep12
Supernatural,Channeling,/topic/channeling,episodes,Asking the Angels with Tom T. Moore,/video/asking-angels-tom-t-moore,Open Minds,/series/open-minds,S4:Ep6
Supernatural,Channeling,/topic/channeling,episodes,Channeling and the Collective Consciousness with Lee Harris,/video/channeling-and-collective-consciousness-lee-harris,Open Minds,/series/open-minds,S5:Ep32
Supernatural,Channeling,/topic/channeling,episodes,Theos: About Oneness (Channeled by Karen Neumann),/video/theos-about-oneness-channeled-karen-neumann,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S2:Ep4
Supernatural,Channeling,/topic/channeling,episodes,A Medium for the Living with Paul Selig,/video/medium-living-paul-selig,Beyond Belief,/series/beyond-belief,S6:Ep4
Supernatural,Channeling,/topic/channeling,episodes,Darryl Anka on Channeling Bashar,/video/darryl-anka-channeling-bashar,Conscious Media Network,/series/conscious-media-network,S7:Ep21
Supernatural,Channeling,/topic/channeling,episodes,A Traveler’s Guide to the Afterlife with Mark Mirabello,/video/traveler-s-guide-afterlife-mark-mirabello,Open Minds,/series/open-minds,S8:Ep17
Supernatural,Channeling,/topic/channeling,episodes,Channeling Ascended Beings with Paul Selig,/video/channeling-ascended-beings-paul-selig,Open Minds,/series/open-minds,S16:Ep7
Supernatural,Channeling,/topic/channeling,episodes,Alice Bailey and the Circle of Initiates with Klaire Roy,/video/alice-bailey-and-circle-initiates-klaire-roy,Open Minds,/series/open-minds,S8:Ep19
Supernatural,Channeling,/topic/channeling,episodes,Doreen Virtue on Connecting with Angels,/video/doreen-virtue-connecting-angels,Inspirations,/series/inspirations,S1:Ep28
Supernatural,Channeling,/topic/channeling,episodes,Latest Science on Channeling,/video/latest-science-on-channeling,Gaia News,/series/gaia-news,S5:Ep21
Supernatural,Channeling,/topic/channeling,episodes,Kaia Ra: Wings Up! Embodying Your Angelic Light,/video/kaia-ra-wings-embodying-your-angelic-light,Conscious Life Expo Talks 2019,/series/conscious-life-expo-talks-2019,S1:Ep1
Supernatural,Channeling,/topic/channeling,episodes,The 5-7-11 Toolkit,/video/the-5-7-11-toolkit,Events+ Emersion Conference,/series/events-emersion-conference,S2:Ep10
Supernatural,Channeling,/topic/channeling,episodes,Intuitive Artist Vashta Narada,/video/intuitive-artist-vashta-narada,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S2:Ep2
Supernatural,Channeling,/topic/channeling,episodes,Channeling Anna on Gender Transition with Joan Walker,/video/channeling-anna-gender-transition-joan-walker,Open Minds,/series/open-minds,S4:Ep17
Supernatural,Channeling,/topic/channeling,episodes,Arjun of the YahYel,/video/arjun-yahyel,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S1:Ep17
Supernatural,Channeling,/topic/channeling,episodes,Interview with Karen Neumann,/video/interview-karen-neumann,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S2:Ep3
Supernatural,Channeling,/topic/channeling,episodes,Collaborating with Nature Spirits with Steven Farmer,/video/collaborating-nature-spirits-steven-farmer,On the Road with Lilou,/series/road-lilou,S1:Ep18
Supernatural,Channeling,/topic/channeling,episodes,Spirit Communication Made Easy,/video/spirit-communication-made-easy,Events+ Emersion Conference,/series/events-emersion-conference,S2:Ep7
Supernatural,Channeling,/topic/channeling,episodes,Sheila Gillette: Channeling THEO,/video/sheila-gillette-channeling-theo,Conscious Media Network,/series/conscious-media-network,S6:Ep21
Supernatural,Channeling,/topic/channeling,episodes,Sheila Gillette 2 on Channeling THEO Live,/video/sheila-gillette-2-channeling-theo-live,Conscious Media Network,/series/conscious-media-network,S6:Ep25
Supernatural,Divination,/topic/divination,episodes,"Palmistry, Personality, & Destiny",/video/palmistry-personality-destiny,Beyond Belief,/series/beyond-belief,S20:Ep16
Supernatural,Divination,/topic/divination,episodes,Tarot Keys & Modern Psychology,/video/tarot-keys-modern-psychology,Beyond Belief,/series/beyond-belief,S21:Ep8
Supernatural,Divination,/topic/divination,episodes,Elements of the Signs: Earth,/video/elements-signs-earth,Astrology 101,/series/astrology-101,S1:Ep4
Supernatural,Divination,/topic/divination,episodes,How Astrology Saved Rock and Roll,/video/how-astrology-saved-rock-and-roll,Beyond Belief,/series/beyond-belief,S20:Ep17
Supernatural,Divination,/topic/divination,episodes,Astrology,/video/astrology,The Other Side,/series/the-other-side,S1:Ep10
Supernatural,Divination,/topic/divination,episodes,Oracle Card Reading,/video/oracle-card-reading,The Other Side,/series/the-other-side,S1:Ep9
Supernatural,Divination,/topic/divination,episodes,Meanings of Nightmares & Dreams,/video/meanings-of-nightmares-dreams,Open Minds,/series/open-minds,S22:Ep14
Supernatural,Divination,/topic/divination,episodes,The Queen of Numerology with Glynis McCants,/video/queen-numerology-glynis-mccants,Beyond Belief,/series/beyond-belief,S1:Ep20
Supernatural,Divination,/topic/divination,episodes,The Art and Science of Hand Reading with Ellen Goldberg,/video/art-and-science-hand-reading-ellen-goldberg,Open Minds,/series/open-minds,S7:Ep19
Supernatural,Divination,/topic/divination,episodes,Human Design: Discover Your Purpose with Richard Beaumont,/video/human-design-discover-your-purpose-richard-beaumont,Buzzsaw,/series/buzzsaw,S2:Ep11
Supernatural,Divination,/topic/divination,episodes,Psychic Readings: What's in the Cards? with Joseph Jacobs,/video/psychic-readings-whats-cards-joseph-jacobs,Beyond Belief,/series/beyond-belief,S1:Ep15
Supernatural,Divination,/topic/divination,episodes,Divination Tools For Intuition with Paul O’Brien,/video/divination-tools-for-intuition-with-paul-o-brien,Beyond Belief,/series/beyond-belief,S16:Ep11
Supernatural,Divination,/topic/divination,episodes,Psycho-Spiritual Powers of the Soul,/video/psycho-spiritual-powers-soul,Arcanum,/series/arcanum,S2:Ep8
Supernatural,Divination,/topic/divination,episodes,Finding Purpose Through Divination,/video/finding-purpose-through-divination,Open Minds,/series/open-minds,S19:Ep14
Supernatural,Divination,/topic/divination,episodes,Everyday Magic with Mitch Horowitz,/video/everyday-magic-mitch-horowitz,Open Minds,/series/open-minds,S17:Ep8
Supernatural,Divination,/topic/divination,episodes,Divining Your Truth with Jean Slatter,/video/divining-your-truth-jean-slatter,Open Minds,/series/open-minds,S16:Ep11
Supernatural,Divination,/topic/divination,episodes,Numerology with Glynis McCants,/video/numerology-glynis-mccants,Spirit Talk,/series/spirit-talk,S2:Ep9
Supernatural,Divination,/topic/divination,episodes,Psychic Abilities,/video/psychic-abilities-0,Spirit Talk,/series/spirit-talk,S1:Ep10
Supernatural,Divination,/topic/divination,episodes,Divination and your Intuitive Wisdom with Paul O'Brien,/video/divination-and-your-intuitive-wisdom-paul-obrien,Open Minds,/series/open-minds,S5:Ep59
Supernatural,Divination,/topic/divination,episodes,Angels and the Tarot with Radleigh Valentine,/video/angels-and-tarot-radleigh-valentine,Beyond Belief,/series/beyond-belief,S3:Ep34
Supernatural,Divination,/topic/divination,episodes,The Ancient Art of Dowsing with Jean Slatter,/video/ancient-art-dowsing-jean-slatter,Open Minds,/series/open-minds,S4:Ep32
Supernatural,Divination,/topic/divination,episodes,Principles of Human Design with Dirk Nellens,/video/principles-human-design-dirk-nellens,Open Minds,/series/open-minds,S16:Ep9
Supernatural,Divination,/topic/divination,episodes,Don’t Fear the Tarot with Angela Thomas,/video/don-t-fear-tarot-angela-thomas,Beyond Belief,/series/beyond-belief,S3:Ep68
Supernatural,Divination,/topic/divination,episodes,Exposing Psychic Scams with Angela Thomas,/video/exposing-psychic-scams-angela-thomas,Beyond Belief,/series/beyond-belief,S3:Ep65
Supernatural,Divination,/topic/divination,episodes,Divination for a Magical Life with Radleigh Valentine,/video/divination-magical-life-radleigh-valentine,Open Minds,/series/open-minds,S14:Ep11
Supernatural,Divination,/topic/divination,episodes,Art of Divination with Paul O'Brien,/video/art-divination-paul-obrien,Open Minds,/series/open-minds,S3:Ep6
Supernatural,Divination,/topic/divination,episodes,Angel Tarot Revealed with Radleigh Valentine,/video/angel-tarot-revealed-radleigh-valentine,Beyond Belief,/series/beyond-belief,S3:Ep37
Supernatural,Divination,/topic/divination,episodes,Love by the Numbers with Glynis McCants,/video/love-numbers-glynis-mccants,Spirit Talk,/series/spirit-talk,S2:Ep10
Supernatural,Divination,/topic/divination,episodes,I Ching and the Future of Divination with Paul O'Brien,/video/i-ching-and-future-divination-paul-obrien,Open Minds,/series/open-minds,S3:Ep7
Supernatural,Divination,/topic/divination,episodes,Time and the I Ching with Terence McKenna,/video/time-and-i-ching-terence-mckenna,Thinking Allowed,/series/thinking-allowed-0,S2:Ep1
Supernatural,Divination,/topic/divination,episodes,Lloyd Mear on Energy Balancing by Numbers,/video/lloyd-mear-energy-balancing-numbers,Conscious Media Network,/series/conscious-media-network,S6:Ep14
Supernatural,Magic & Mysteries,/topic/magic-mysteries,videos,Madame Blavatsky: Spiritual Traveler,/video/madame-blavatsky-spiritual-traveler,,,
Supernatural,Magic & Mysteries,/topic/magic-mysteries,videos,The Ritman Library — Amsterdam,/video/ritman-library-amsterdam,,,
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Manifesting Through Source,/video/manifesting-through-source,Mystery Teachings,/series/mystery-teachings,S3:Ep9
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Siberian Pyramid Energy Experiments,/video/siberian-pyramid-energy-experiments,Ancient Civilizations,/series/ancient-civilizations,S3:Ep3
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Akashic Records,/video/akashic-records,Microdose,/series/microdose,S1:Ep14
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Magick and the Occult,/video/magick-and-the-occult,Microdose,/series/microdose,S1:Ep15
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Magician & High Priestess: Awaken Divine Potential,/video/magician-high-priestess-awaken-divine-potential,Mystery Teachings of the Tarot,/series/mystery-teachings-of-the-tarot,S1:Ep3
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Art & Science of Ascension,/video/art-science-ascension,Mystery Teachings,/series/mystery-teachings,S2:Ep3
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,World of the Occult,/video/world-occult,Secret Life of Symbols,/series/secret-life-symbols,S1:Ep1
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Emperor & Empress: Balance Creativity & Reason,/video/emperor-empress-balance-creativity-reason,Mystery Teachings of the Tarot,/series/mystery-teachings-of-the-tarot,S1:Ep5
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Honing Psychic Techniques with Dr. Lauren Cielo,/video/honing-psychic-techniques-dr-lauren-cielo,Beyond Belief,/series/beyond-belief,S15:Ep15
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Hierophant & Lovers: Bridging Heaven & Earth,/video/hierophant-lovers-bridging-heaven-earth,Mystery Teachings of the Tarot,/series/mystery-teachings-of-the-tarot,S1:Ep7
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Death & Temperance: Thriving with Change,/video/death-temperance-thriving-change,Mystery Teachings of the Tarot,/series/mystery-teachings-of-the-tarot,S1:Ep15
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Hermit & Wheel of Fortune: Guidance and Destiny,/video/hermit-wheel-fortune-guidance-and-destiny,Mystery Teachings of the Tarot,/series/mystery-teachings-of-the-tarot,S1:Ep11
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Justice & Hanged Man: Balance and Higher Sacrifice,/video/justice-hanged-manbalance-and-higher-sacrifice,Mystery Teachings of the Tarot,/series/mystery-teachings-of-the-tarot,S1:Ep13
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Overcoming Egregore Energy,/video/overcoming-egregore-energy,Beyond Belief,/series/beyond-belief,S18:Ep8
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Chariot & Strength Meditation,/video/chariot-strength-meditation,Mystery Teachings of the Tarot,/series/mystery-teachings-of-the-tarot,S1:Ep10
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Death & Temperance Meditation,/video/death-temperance-meditation,Mystery Teachings of the Tarot,/series/mystery-teachings-of-the-tarot,S1:Ep16
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Season of the Witch with Fiona Horne,/video/season-witch-fiona-horne,Beyond Belief,/series/beyond-belief,S1:Ep12
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Hermit & Wheel of Fortune Meditation,/video/hermit-wheel-fortune-meditation,Mystery Teachings of the Tarot,/series/mystery-teachings-of-the-tarot,S1:Ep12
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Magick for the Modern World,/video/magick-for-the-modern-world,Beyond Belief,/series/beyond-belief,S17:Ep8
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,The Occult: Bringing Your Will to the World with James Wasserman,/video/occult-bringing-your-will-world-james-wasserman,Buzzsaw,/series/buzzsaw,S2:Ep5
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,How to Conduct Safe Séances with Kaedrich Olsen,/video/how-conduct-safe-seances-kaedrich-olsen,Beyond Belief,/series/beyond-belief,S16:Ep5
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Planes of Reality Beyond Death,/video/planes-of-reality-beyond-death,Beyond Belief,/series/beyond-belief,S19:Ep14
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,John Dee: Renaissance Alchemist with Jason Louv,/video/john-dee-renaissance-alchemist-jason-louv,Open Minds,/series/open-minds,S13:Ep6
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Everyday Magic with Mitch Horowitz,/video/everyday-magic-mitch-horowitz,Open Minds,/series/open-minds,S17:Ep8
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Patterns of Paranormal Places with Jerry Wills,/video/patterns-paranormal-places-jerry-wills,Open Minds,/series/open-minds,S15:Ep5
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Enlightened Magick with Jason Louv,/video/enlightened-magick-jason-louv,Beyond Belief,/series/beyond-belief,S13:Ep1
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,The Art of Witch with Fiona Horne,/video/art-witch-fiona-horne,Beyond Belief,/series/beyond-belief,S13:Ep4
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,The Life of Aleister Crowley: From Diabolical to Divine with Lon Milo DuQuette,/video/life-aleister-crowley-diabolical-divine-lon-milo-duquette,Beyond Belief,/series/beyond-belief,S7:Ep5
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,From The Conjuring to ET Contact,/video/from-the-conjuring-to-et-contact,Open Minds,/series/open-minds,S21:Ep9
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Magic and Synchronicity,/video/magic-and-synchronicity,Waking Infinity,/series/waking-infinity,S1:Ep1
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Babalon Working Revealed Part 1,/video/babalon-working-revealed-part-1,The Eleventh House,/series/eleventh-house,S1:Ep11
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Dispelling the Myth of the Witch with Tom Hatsis,/video/dispelling-myth-witch-tom-hatsis,Open Minds,/series/open-minds,S6:Ep20
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Runes for Transformation with Kaedrich Olsen,/video/runes-transformation-kaedrich-olsen,Open Minds,/series/open-minds,S17:Ep1
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Occult America with Mitch Horowitz,/video/occult-america-mitch-horowitz,Beyond Belief,/series/beyond-belief,S6:Ep1
Supernatural,Magic & Mysteries,/topic/magic-mysteries,episodes,Séances and Magic with Patti Negri,/video/seances-and-magic-patti-negri,Beyond Belief,/series/beyond-belief,S12:Ep13
Unexplained,Contact Experiences,/topic/contact-experiences,series,Aerial Phenomena,/series/aerial-phenomena,,,
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Monarch Park Incident,/video/monarch-park-incident,Cosmic Disclosure,/series/cosmic-disclosure,S21:Ep5
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,When I Met Them,/video/cuando-los-conoci-a-ellos-1,The Arc of Time,/series/la-nave-del-tiempo,S1:Ep1
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Geometry of the Soul,/video/geometry-of-the-soul,Truth Hunter,/series/truth-hunter-0,S2:Ep4
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Meeting with the Galactic Federation,/video/meeting-with-the-galactic-federation,Beyond Belief,/series/beyond-belief,S20:Ep1
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Walking Among Us?,/video/walking-among-us,Aerial Phenomena,/series/aerial-phenomena,S2:Ep9
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,President Truman's UFO Briefings,/video/president-trumans-ufo-briefings,Aerial Phenomena,/series/aerial-phenomena,S1:Ep5
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Contact with Interdimensionals,/video/contact-interdimensionals,Cosmic Disclosure,/series/cosmic-disclosure,S10:Ep8
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Revelations from Alien Encounters,/video/revelations-alien-encounters,Truth Hunter,/series/truth-hunter-0,S1:Ep1
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Shifting Consciousness with ET Guidance,/video/shifting-consciousness-with-et-guidance,Open Minds,/series/open-minds,S23:Ep8
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,The Designers Part 1 - QHHT with Beverly & Suzanne,/video/the-designers-part-1-qhht-with-beverly-suzanne,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S3:Ep3
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,ET Contact: Breaking Through the Fog,/video/et-contact-breaking-through-the-fog,Open Minds,/series/open-minds,S23:Ep15
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,The Stargate Experience with Prageet and Julieanne,/video/the-stargate-experience-with-prageet-and-julieanne,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S3:Ep8
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,The Akashic Academy with Emily Harrison,/video/the-akashic-academy-with-emily-harrison,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S3:Ep5
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Making Contact with Lyssa Royal Holt,/video/making-contact-with-lyssa-royal-holt,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S3:Ep2
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,A Journey into Telos,/video/a-journey-into-telos,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S3:Ep12
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,"Alcazar, Raaan and the Unicorns",/video/alcazar-raaan-and-the-unicorns,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S3:Ep9
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,What is Light Language?,/video/what-is-light-language,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S3:Ep1
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Is There a Breakaway Civilization?,/video/is-there-a-breakaway-civilization,Aerial Phenomena,/series/aerial-phenomena,S2:Ep8
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Healing Contact Experiences,/video/healing-contact-experiences,Beyond Belief,/series/beyond-belief,S17:Ep11
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Contact vs. Abduction,/video/contact-vs-abduction,Aerial Phenomena,/series/aerial-phenomena,S2:Ep3
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,The Designers Part 2 - QHHT with Beverly & Suzanne,/video/the-designers-part-2-qhht-with-beverly-suzanne,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S3:Ep4
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Autistic Collective - Lyrica & Gayle Part 1,/video/autistic-collective-lyrica-gayle-part-1,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S3:Ep10
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Waving At Friendly Aliens,/video/waving-at-friendly-aliens,Aerial Phenomena,/series/aerial-phenomena,S2:Ep5
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Rendlesham Forest: Contact Is Made,/video/rendlesham-forest-contact-made,Truth Hunter,/series/truth-hunter-0,S1:Ep5
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,The Curious Case of the CIA Director Roscoe Hillenkoetter,/video/the-curious-case-of-the-cia-director-roscoe-hillenkoetter,Aerial Phenomena,/series/aerial-phenomena,S2:Ep4
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Quantum Navigation and Ronald Holt Part 1,/video/quantum-navigation-and-ronald-holt-part-1,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S3:Ep6
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Senator Goldwater's Encounter with UFO Secrecy,/video/senator-goldwaters-encounter-with-ufo-secrecy,Aerial Phenomena,/series/aerial-phenomena,S2:Ep7
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Autistic Collective - Lyrica & Gayle Part 2,/video/autistic-collective-lyrica-gayle-part-2,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S3:Ep11
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Navigating ET Contact,/video/navigating-et-contact,Open Minds,/series/open-minds,S20:Ep4
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Failed UAP Recovery in the Pacific,/video/failed-uap-recovery-in-the-pacific,Aerial Phenomena,/series/aerial-phenomena,S2:Ep6
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Disclosed Encounters with Paola Harris,/video/disclosed-encounters-paola-harris,Beyond Belief,/series/beyond-belief,S2:Ep5
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Scotland Paranormal with Malcolm Robinson,/video/scotland-paranormal-malcolm-robinson,Open Minds,/series/open-minds,S5:Ep9
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,George Adamski: The Gentleman Contactee with Glenn Steckling,/video/george-adamski-gentleman-contactee-glenn-steckling,Open Minds,/series/open-minds,S8:Ep12
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Untold Encounters with James Fox,/video/untold-encounters-james-fox,Beyond Belief,/series/beyond-belief,S3:Ep1
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,The Mojave Abduction Incident with Ron Felber,/video/mojave-abduction-incident-ron-felber,Beyond Belief,/series/beyond-belief,S7:Ep13
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Emery Smith: Extraterrestrial Communication and New Insider Interview,/video/emery-smith-extraterrestrial-communication-and-new-insider-interview,Conscious Life Expo 2020,/series/conscious-life-expo-2020,S1:Ep20
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Quantum Navigation and Ronald Holt Part 2,/video/quantum-navigation-and-ronald-holt-part-2,Interviews with Extra Dimensionals,/series/interviews-extra-dimensionals,S3:Ep7
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Classic Cases of UFO Contact with Frank Chille,/video/classic-cases-ufo-contact-frank-chille,Beyond Belief,/series/beyond-belief,S10:Ep12
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,From The Conjuring to ET Contact,/video/from-the-conjuring-to-et-contact,Open Minds,/series/open-minds,S21:Ep9
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Secrets of Contact with Paola Harris,/video/secrets-contact-paola-harris,Open Minds,/series/open-minds,S7:Ep11
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Stories of Otherworldly Contacts with Paola Harris,/video/stories-otherworldly-contacts-paola-harris,Open Minds,/series/open-minds,S4:Ep2
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Contacted Couple,/video/contacted-couple,Nuevo with Jaime Maussán,/series/nuevo-english,S2:Ep2
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Extraordinary Encounters with Extraterrestrial Entities,/video/extraordinary-encounters-extraterrestrial-entities,Open Minds,/series/open-minds,S4:Ep45
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Dark Encounters with David Marler,/video/dark-encounters-david-marler,Open Minds,/series/open-minds,S4:Ep13
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,E.T. Encounters Regression with Laurie McDonald,/video/et-encounters-regression-laurie-mcdonald-0,Open Minds,/series/open-minds,S17:Ep10
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Tools to Initiate Contact with Enrique Villanueva,/video/tools-initiate-contact-enrique-villanueva,Open Minds,/series/open-minds,S6:Ep31
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,2021's UFO Releases Offer Potential for Gov. Disclosure,/video/2021s-ufo-releases-offer-potential-for-gov-disclosure,Gaia News,/series/gaia-news,S6:Ep23
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Encounter at Rendlesham Forest with Nick Pope,/video/encounter-rendlesham-forest-nick-pope,Open Minds,/series/open-minds,S4:Ep46
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,Encounters,/video/encounters,Phenomena,/series/phenomena,S1:Ep3
Unexplained,Contact Experiences,/topic/contact-experiences,episodes,The Astrology of Close Encounters with Heather Arielle,/video/astrology-close-encounters-heather-arielle,Open Minds,/series/open-minds,S4:Ep42
Unexplained,Crop Circles,/topic/crop-circles,videos,Stairways To Heaven,/video/stairways-heaven,,,
Unexplained,Crop Circles,/topic/crop-circles,videos,Crop Circles: Evidence of Intelligence,/video/crop-circles-evidence-intelligence,,,
Unexplained,Crop Circles,/topic/crop-circles,videos,Crop Circles: Crossovers from Another Dimension?,/video/crop-circles-crossovers-another-dimension,,,
Unexplained,Crop Circles,/topic/crop-circles,episodes,Crop Circles: A Modern Mystery,/video/crop-circles-modern-mystery,Earth Signs from Above,/series/earth-signs-above,S1:Ep1
